BHK,Size,Bathroom,Current_Floor,Total_Floors,Area Type_Carpet Area,Area Type_Super Area,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family
2,0.36665549783862555,2,-0.5958300677178933,-0.6308336274987665,False,True,False,False,True,False,False,False,True,True,False
1,-0.7387864611770273,1,-0.24928478568491275,-0.4195317433778585,True,False,False,True,False,False,False,True,False,False,True
2,-0.9075201125531682,1,-0.5958300677178933,-0.5251826854383125,False,True,False,False,False,True,False,False,True,True,False
3,0.6820455004108518,3,-0.422557426701403,-0.5251826854383125,True,False,False,False,False,False,True,False,False,True,False
2,-0.7372095111641661,1,-0.24928478568491275,-0.4195317433778585,False,True,False,False,False,False,False,True,False,True,False
2,-0.3429720079488834,2,0.09726049634806784,1.3765342716498599,True,False,False,False,False,False,True,False,True,True,False
2,-0.2641245073058268,2,-0.5958300677178933,-0.5251826854383125,False,True,False,False,False,False,False,True,False,False,True
2,-0.579514509878053,2,-0.24928478568491275,-0.4195317433778585,True,False,False,True,False,False,False,True,False,False,False
2,0.05126549526639938,2,-0.24928478568491275,-0.4195317433778585,False,True,False,False,True,False,False,False,True,True,False
2,0.4455029984816821,3,-0.5958300677178933,-0.5251826854383125,False,True,False,False,True,False,False,False,True,True,False
1,-0.579514509878053,1,-0.422557426701403,-0.5251826854383125,False,True,True,False,False,False,False,False,True,True,False
1,-1.1472165145080602,1,0.09726049634806784,-0.20822985925695045,False,True,False,True,False,False,False,True,False,False,False
2,-0.3839727082832728,2,0.4438057783810484,0.4256757931057737,True,False,False,False,False,False,True,False,True,True,False
2,-0.3051252076402162,2,1.1368963424470095,1.3765342716498599,True,False,False,False,False,False,True,True,False,False,True
2,-0.579514509878053,2,-0.422557426701403,-0.5251826854383125,False,True,False,False,False,False,False,True,False,True,False
2,-0.2641245073058268,1,-0.24928478568491275,-0.4195317433778585,False,True,False,False,True,False,False,False,True,True,False
3,1.262363105143748,3,0.790351060414029,0.6369776772266817,False,True,False,False,False,False,False,True,False,False,True
4,1.6282155081275302,4,0.4438057783810484,4.01780782316121,True,False,False,False,False,False,True,False,False,False,True
2,-0.2593936572672434,2,-0.422557426701403,-0.5251826854383125,False,True,True,False,False,False,False,True,False,True,False
2,-0.5006670092349964,1,-0.422557426701403,-0.5251826854383125,True,False,False,False,False,True,False,False,True,False,False
1,-1.1314470143794488,1,-0.422557426701403,-0.3138808013174045,False,True,False,False,False,False,False,True,False,True,False
2,0.36665549783862555,2,-0.422557426701403,-0.5251826854383125,False,True,False,False,False,False,False,True,False,True,False
1,-0.8397112620001396,2,-0.07601214466842245,0.003072024863957591,True,False,False,False,False,False,True,False,True,True,False
3,0.04968854525353825,2,1.8299869065129708,1.693487097831222,True,False,False,False,False,False,True,True,False,False,True
3,1.6282155081275302,3,-0.422557426701403,-0.4195317433778585,False,True,True,False,False,False,False,True,False,True,False
3,0.9974355029830779,3,-0.24928478568491275,-0.3138808013174045,True,False,False,False,False,False,False,True,False,True,False
2,-0.3429720079488834,2,1.1368963424470095,0.7426286192871357,True,False,False,False,False,False,True,False,True,True,False
2,-0.2641245073058268,2,-0.24928478568491275,-0.5251826854383125,False,True,True,False,False,False,False,False,True,True,False
1,-0.2641245073058268,1,-0.5958300677178933,-0.6308336274987665,True,False,False,False,False,True,False,False,True,True,False
1,-0.8949045124502792,1,-0.422557426701403,-0.5251826854383125,False,True,False,False,False,False,False,False,True,True,False
1,-0.5164365093636077,2,1.3101689834635,1.693487097831222,False,True,False,False,False,False,True,False,False,True,False
2,-0.8160570118072227,1,-0.24928478568491275,-0.4195317433778585,True,False,False,False,False,True,False,False,True,False,False
3,-0.2641245073058268,1,-0.5958300677178933,-0.3138808013174045,False,True,False,False,False,True,False,False,True,True,False
1,-0.5006670092349964,1,-0.5958300677178933,-0.4195317433778585,False,True,False,False,False,False,False,True,False,True,False
3,2.258995513271983,3,-0.422557426701403,-0.4195317433778585,False,True,False,False,True,False,False,False,False,True,False
1,-1.0525995137363924,1,-0.5958300677178933,-0.3138808013174045,True,False,False,True,False,False,False,True,False,True,False
2,-0.2641245073058268,2,-0.24928478568491275,-0.3138808013174045,False,True,False,False,True,False,False,True,False,True,False
3,2.2668802633362883,4,1.1368963424470095,0.7426286192871357,False,True,False,False,True,False,False,True,False,False,False
1,-0.2641245073058268,1,-0.5958300677178933,-0.5251826854383125,False,True,False,False,False,False,False,False,False,True,False
3,1.817449509670866,3,0.9636237014305193,1.1652323875289519,False,True,True,False,False,False,False,False,False,True,False
2,-0.2641245073058268,2,-0.07601214466842245,-0.3138808013174045,False,True,False,False,True,False,False,False,False,True,False
2,-0.10642950601971371,2,-0.24928478568491275,-0.4195317433778585,False,True,False,False,False,False,False,True,False,True,False
1,-0.9264435127075018,1,2.696350111595422,1.270883329589406,True,False,False,False,False,False,True,False,True,True,False
1,-0.7372095111641661,1,-0.24928478568491275,-0.4195317433778585,False,True,False,False,False,False,False,True,False,True,False
1,-1.3679895163086184,2,-0.24928478568491275,-0.4195317433778585,False,True,False,False,False,False,False,True,False,True,False
2,-0.027582005376657167,2,-0.5958300677178933,-0.3138808013174045,False,True,False,False,True,False,False,True,False,True,False
2,0.2720384970669577,2,-0.24928478568491275,-0.20822985925695045,False,True,False,False,True,False,False,True,False,False,True
1,-0.7529790112927774,1,-0.5958300677178933,0.10872296692441161,False,True,False,False,False,False,True,False,True,True,False
1,-1.1787555147652828,1,-0.5958300677178933,-0.5251826854383125,False,True,False,False,False,True,False,False,True,True,False
2,-0.25623975724152115,2,-0.422557426701403,-0.5251826854383125,False,True,True,False,False,False,False,True,False,True,False
3,0.7608930010539083,3,-0.24928478568491275,-0.20822985925695045,True,False,False,False,True,False,False,True,False,False,True
2,-0.579514509878053,2,0.09726049634806784,0.32002485104531964,True,False,False,False,False,False,True,False,True,False,True
2,-0.2641245073058268,1,-0.5958300677178933,-0.5251826854383125,False,True,False,False,False,False,False,True,False,True,False
1,-0.844442112038723,2,0.27053313736455814,0.10872296692441161,True,False,False,False,False,False,True,False,True,False,True
2,-0.08435220583965788,2,-0.5958300677178933,-0.5251826854383125,False,True,True,False,False,False,False,True,False,True,False
2,-0.18527700666277028,3,-0.5958300677178933,-0.5251826854383125,False,True,False,False,False,False,False,True,False,True,False
1,-1.1314470143794488,1,-0.5958300677178933,-0.3138808013174045,True,False,False,True,False,False,False,False,False,False,False
3,-1.2102945150225053,3,-0.07601214466842245,-0.4195317433778585,True,False,False,True,False,False,False,False,True,False,False
3,1.3128255055553042,3,0.27053313736455814,0.003072024863957591,False,True,False,False,False,False,False,True,False,True,False
2,-0.2641245073058268,2,-0.5958300677178933,-0.5251826854383125,True,False,False,False,False,True,False,False,True,True,False
2,-0.1158912060968805,2,-0.07601214466842245,-0.3138808013174045,True,False,False,False,False,False,False,False,True,False,False
2,-0.2641245073058268,2,0.27053313736455814,-0.10257891719649644,False,True,True,False,False,False,False,True,False,True,False
6,3.835945526133114,7,-0.5958300677178933,-0.5251826854383125,False,True,False,False,True,False,False,False,True,True,False
2,-0.10642950601971371,1,-0.07601214466842245,-0.3138808013174045,True,False,False,False,True,False,False,True,False,True,False
2,-0.2641245073058268,2,-0.422557426701403,-0.3138808013174045,False,True,False,False,False,False,False,False,True,True,False
2,-1.4310675168230638,2,-0.07601214466842245,-0.20822985925695045,False,True,False,False,True,False,False,False,True,True,False
3,1.7291403089506427,4,1.3101689834635,1.270883329589406,False,True,True,False,False,False,False,True,False,False,True
2,-0.18527700666277028,2,-0.5958300677178933,-0.5251826854383125,False,True,True,False,False,False,False,False,True,True,False
2,0.20896049655251248,2,-0.5958300677178933,-0.6308336274987665,True,False,False,False,False,True,False,False,True,True,False
3,0.8397405016969649,3,-0.24928478568491275,-0.3138808013174045,True,False,True,False,False,False,False,True,False,False,False
3,0.5826976496006006,3,4.2558038807438345,2.4330436922544,True,False,False,False,False,False,True,True,False,True,False
4,2.4166905145580957,4,-0.422557426701403,-0.5251826854383125,False,True,False,False,False,False,False,True,False,False,True
3,1.3128255055553042,3,-0.07601214466842245,-0.3138808013174045,True,False,False,True,False,False,False,True,False,True,False
1,-0.6583620105211095,2,1.4834416244799902,1.3765342716498599,True,False,False,False,False,False,True,False,False,False,False
3,1.3128255055553042,3,-0.07601214466842245,-0.20822985925695045,True,False,True,False,False,False,False,False,True,False,False
4,3.0159315194453256,5,7.201438778024169,5.60257195406802,True,False,False,False,False,False,True,False,True,False,False
2,-0.10642950601971371,1,-0.07601214466842245,-0.3138808013174045,True,False,False,True,False,False,False,False,True,True,False
2,-0.4218195085919399,2,-0.422557426701403,-0.5251826854383125,True,False,False,False,False,False,False,True,False,True,False
3,0.7608930010539083,2,-0.5958300677178933,-0.6308336274987665,False,True,False,False,False,True,False,False,True,False,True
2,0.05126549526639938,2,-0.5958300677178933,-0.4195317433778585,False,True,False,False,False,False,False,True,False,True,False
5,-1.2102945150225053,5,-0.24928478568491275,-0.5251826854383125,True,False,False,True,False,False,False,False,True,False,False
1,-0.8160570118072227,2,0.9636237014305193,1.3765342716498599,True,False,False,False,False,False,True,False,True,False,True
3,0.8870490020827988,3,0.9636237014305193,0.6369776772266817,True,False,True,False,False,False,False,True,False,True,False
1,-0.18527700666277028,1,-0.24928478568491275,-0.3138808013174045,False,True,False,True,False,False,False,True,False,False,False
1,-0.8949045124502792,1,-0.24928478568491275,0.003072024863957591,True,False,False,False,False,False,False,True,False,False,False
2,-0.4218195085919399,1,-0.422557426701403,-0.4195317433778585,False,True,False,True,False,False,False,True,False,True,False
2,0.05126549526639938,2,-0.24928478568491275,-0.4195317433778585,True,False,False,True,False,False,False,True,False,True,False
2,-0.4218195085919399,1,-0.422557426701403,-0.4195317433778585,False,True,True,False,False,False,False,False,True,True,False
2,0.05126549526639938,2,-0.5958300677178933,-0.6308336274987665,False,True,True,False,False,False,False,False,True,True,False
3,-1.399528516565841,2,-0.07601214466842245,-0.4195317433778585,True,False,True,False,False,False,False,True,False,True,False
1,-1.3049115157941733,1,-0.24928478568491275,-0.4195317433778585,False,True,False,False,True,False,False,False,True,True,False
3,1.8016800095422547,3,-0.07601214466842245,-0.3138808013174045,True,False,False,False,False,False,False,False,True,False,False
2,0.05126549526639938,3,-0.5958300677178933,-0.6308336274987665,False,True,False,False,False,False,False,True,False,True,False
3,0.8397405016969649,3,-0.24928478568491275,-0.10257891719649644,True,False,False,False,True,False,False,True,False,False,False
3,0.9974355029830779,3,-0.07601214466842245,-0.10257891719649644,False,True,False,False,True,False,False,False,False,True,False
2,-0.2641245073058268,2,0.27053313736455814,0.10872296692441161,True,False,False,False,False,False,True,False,False,True,False
2,0.05126549526639938,2,-0.24928478568491275,-0.5251826854383125,False,True,False,False,True,False,False,True,False,True,False
1,-0.6583620105211095,1,-0.07601214466842245,-0.10257891719649644,True,False,False,False,False,False,False,True,False,True,False
2,-0.10642950601971371,2,-0.07601214466842245,-0.4195317433778585,True,False,False,True,False,False,False,True,False,False,False
2,-0.8160570118072227,1,-0.422557426701403,-0.4195317433778585,False,True,False,False,False,True,False,False,True,True,False
1,-0.8160570118072227,1,-0.24928478568491275,-0.4195317433778585,False,True,True,False,False,False,False,False,True,True,False
2,-0.2641245073058268,2,-0.422557426701403,-0.20822985925695045,True,False,False,False,False,False,True,False,False,True,False
1,-0.9737520130933357,1,-0.422557426701403,-0.4195317433778585,False,True,True,False,False,False,False,True,False,True,False
2,0.20896049655251248,2,-0.422557426701403,-0.20822985925695045,False,True,False,False,False,False,False,False,True,True,False
2,-0.6189382601995813,2,0.09726049634806784,0.003072024863957591,True,False,False,False,False,False,True,True,False,True,False
3,0.6031979997677952,2,-0.5958300677178933,-0.20822985925695045,False,True,False,False,False,False,False,False,False,True,False
2,0.11434349578084461,2,-0.422557426701403,0.003072024863957591,True,False,False,False,False,False,False,True,False,True,False
2,-0.10642950601971371,1,-0.24928478568491275,-0.4195317433778585,False,True,False,True,False,False,False,True,False,True,False
1,-0.4218195085919399,1,2.0032595475294612,2.6443455763753083,False,True,False,False,False,False,True,False,False,True,False
1,-0.5006670092349964,1,-0.422557426701403,-0.5251826854383125,False,True,False,False,False,False,False,False,True,True,False
2,-0.10642950601971371,2,-0.422557426701403,-0.3138808013174045,True,False,True,False,False,False,False,True,False,False,True
3,0.4455029984816821,2,0.09726049634806784,-0.20822985925695045,True,False,False,False,True,False,False,False,True,False,False
3,3.993640527419227,2,-0.422557426701403,-0.5251826854383125,False,True,False,False,False,True,False,True,False,True,False
3,-1.3679895163086184,2,-0.422557426701403,-0.5251826854383125,True,False,True,False,False,False,False,False,True,True,False
2,0.36665549783862555,2,-0.422557426701403,-0.4195317433778585,False,True,True,False,False,False,False,False,False,True,False
2,0.8397405016969649,2,-0.5958300677178933,-0.6308336274987665,False,True,True,False,False,False,False,True,False,True,False
1,-0.8949045124502792,1,-0.5958300677178933,-0.4195317433778585,False,True,True,False,False,False,False,False,True,True,False
2,-0.8949045124502792,1,-0.422557426701403,-0.3138808013174045,True,False,False,True,False,False,False,False,True,False,False
3,1.3128255055553042,3,1.8299869065129708,2.4330436922544,True,False,False,False,True,False,False,False,True,True,False
1,-0.8475960120644452,1,0.27053313736455814,0.003072024863957591,True,False,False,False,False,False,True,False,True,False,True
3,-1.265487765472645,2,-0.24928478568491275,-0.3138808013174045,True,False,False,True,False,False,False,True,False,False,False
1,-0.8160570118072227,1,-0.422557426701403,-0.4195317433778585,True,False,False,True,False,False,False,False,True,True,False
1,-0.8949045124502792,2,0.790351060414029,0.10872296692441161,False,True,False,False,False,False,True,False,False,True,False
3,1.4941747570343342,4,0.790351060414029,1.693487097831222,False,True,False,False,False,False,True,True,False,False,True
2,-0.18527700666277028,2,0.4438057783810484,0.32002485104531964,True,False,False,False,False,False,True,False,False,True,False
2,0.20896049655251248,2,-0.422557426701403,-0.20822985925695045,True,False,False,False,False,False,False,True,False,False,False
1,-0.808172261742917,1,-0.24928478568491275,-0.20822985925695045,True,False,False,False,False,False,False,True,False,True,False
3,1.6282155081275302,2,-0.5958300677178933,-0.5251826854383125,False,True,False,False,False,True,False,True,False,True,False
1,-0.8949045124502792,1,-0.24928478568491275,-0.5251826854383125,True,False,False,False,False,False,False,True,False,True,False
1,-0.8949045124502792,1,-0.07601214466842245,-0.3138808013174045,False,True,False,False,False,False,False,False,True,True,False
1,-0.8949045124502792,1,0.09726049634806784,-0.3138808013174045,True,False,False,False,False,False,True,False,True,True,False
2,-0.6583620105211095,2,0.6170784193975387,0.003072024863957591,True,False,False,False,False,False,True,True,False,False,False
3,0.0039569948805654506,2,-0.422557426701403,-0.4195317433778585,True,False,False,False,False,False,True,False,False,True,False
1,-0.8160570118072227,1,-0.07601214466842245,-0.20822985925695045,False,True,False,False,True,False,False,False,True,True,False
2,0.6820455004108518,1,-0.07601214466842245,-0.3138808013174045,False,True,False,True,False,False,False,False,True,False,False
2,-0.2641245073058268,2,-0.422557426701403,-0.4195317433778585,False,True,False,False,False,False,False,False,True,True,False
3,0.20896049655251248,3,0.09726049634806784,0.5313267351662276,True,False,False,False,False,False,True,True,False,True,False
3,0.05126549526639938,3,0.4438057783810484,0.003072024863957591,True,False,False,False,False,False,True,False,False,True,False
1,-0.579514509878053,1,-0.24928478568491275,-0.3138808013174045,False,True,False,False,False,True,False,False,False,True,False
3,0.8397405016969649,3,-0.422557426701403,-0.4195317433778585,True,False,False,True,False,False,False,True,False,False,False
2,0.24838424687404076,2,-0.5958300677178933,-0.5251826854383125,False,True,False,True,False,False,False,False,False,True,False
1,-0.579514509878053,1,-0.422557426701403,-0.4195317433778585,False,True,False,False,False,False,False,False,True,True,False
1,-0.9737520130933357,1,-0.24928478568491275,-0.3138808013174045,True,False,False,True,False,False,False,True,False,True,False
2,-0.46912800897777385,2,2.3498048295624416,1.587836155770768,True,False,False,False,False,False,True,False,True,True,False
3,0.9974355029830779,2,-0.24928478568491275,-0.3138808013174045,True,False,False,True,False,False,False,True,False,False,False
3,-0.027582005376657167,3,-0.24928478568491275,0.5313267351662276,True,False,False,False,False,False,True,False,True,True,False
2,-1.336450516051396,2,-0.422557426701403,-0.3138808013174045,False,True,False,True,False,False,False,True,False,True,False
3,1.6282155081275302,3,-0.07601214466842245,0.7426286192871357,True,False,True,False,False,False,False,True,False,False,False
3,0.8397405016969649,3,-0.5958300677178933,0.7426286192871357,True,False,True,False,False,False,False,True,False,True,False
2,0.5243504991247386,2,-0.07601214466842245,-0.20822985925695045,False,True,False,False,False,False,False,True,False,True,False
2,0.28780799719556904,2,-0.24928478568491275,-0.3138808013174045,False,True,True,False,False,False,False,False,False,True,False
1,-0.7372095111641661,2,0.790351060414029,0.6369776772266817,True,False,False,False,False,False,True,False,False,True,False
2,-0.10642950601971371,2,-0.422557426701403,-0.4195317433778585,False,True,True,False,False,False,False,False,True,True,False
2,-0.5006670092349964,2,0.09726049634806784,-0.3138808013174045,True,False,False,False,True,False,False,False,True,False,False
2,0.20896049655251248,2,-0.422557426701403,-0.20822985925695045,False,True,False,False,True,False,False,True,False,True,False
2,0.36665549783862555,1,-0.5958300677178933,-0.6308336274987665,False,True,False,False,False,True,False,False,True,True,False
2,-0.5006670092349964,1,-0.422557426701403,-0.3138808013174045,False,True,False,False,False,False,False,False,True,True,False
3,0.20896049655251248,2,-0.422557426701403,-0.6308336274987665,True,False,True,False,False,False,False,False,True,False,True
2,0.6820455004108518,3,-0.5958300677178933,-0.6308336274987665,False,True,False,False,False,False,False,False,False,True,False
2,-1.3837590164372298,1,-0.5958300677178933,-0.4195317433778585,False,True,False,False,True,False,False,False,True,True,False
2,-0.4218195085919399,2,3.7359859576943637,3.595204054919394,True,False,False,False,False,False,True,True,False,True,False
2,-0.027582005376657167,2,-0.422557426701403,-0.3138808013174045,False,True,False,False,False,True,False,True,False,True,False
2,-0.5006670092349964,2,0.27053313736455814,-0.10257891719649644,True,False,False,False,False,False,True,True,False,False,True
2,0.20896049655251248,2,-0.24928478568491275,-0.5251826854383125,True,False,True,False,False,False,False,True,False,False,False
2,-1.3159501658842012,2,-0.422557426701403,-0.5251826854383125,False,True,False,False,True,False,False,True,False,True,False
3,-0.027582005376657167,2,-0.07601214466842245,-0.20822985925695045,True,False,False,True,False,False,False,True,False,False,False
2,-0.10642950601971371,2,-0.5958300677178933,-0.5251826854383125,False,True,False,False,True,False,False,False,True,True,False
3,0.5243504991247386,3,-0.422557426701403,-0.3138808013174045,True,False,False,False,True,False,False,False,False,True,False
3,-0.2641245073058268,2,-0.24928478568491275,-0.5251826854383125,True,False,False,False,False,True,False,False,True,False,False
3,0.9974355029830779,2,0.27053313736455814,1.3765342716498599,True,False,False,False,True,False,False,True,False,False,False
1,-0.8160570118072227,1,-0.24928478568491275,-0.3138808013174045,False,True,False,False,False,False,False,True,False,True,False
1,-0.8949045124502792,1,0.09726049634806784,-0.20822985925695045,False,True,False,False,False,False,False,True,False,True,False
1,-0.579514509878053,1,-0.07601214466842245,-0.20822985925695045,False,True,False,False,False,False,False,True,False,True,False
2,-1.4547217670159807,1,-0.24928478568491275,-0.4195317433778585,False,True,False,True,False,False,False,False,True,True,False
3,-0.027582005376657167,3,0.4438057783810484,0.003072024863957591,True,False,False,False,False,False,True,False,False,True,False
1,-0.8696733122445011,1,2.696350111595422,1.3765342716498599,False,True,False,False,False,False,False,False,True,True,False
2,0.05126549526639938,1,-0.422557426701403,-0.6308336274987665,False,True,False,False,False,True,False,False,True,True,False
3,0.2010757464882068,3,6.335075572941718,7.187336084974832,True,False,False,False,False,False,True,True,False,True,False
2,0.5243504991247386,2,-0.422557426701403,-0.4195317433778585,True,False,True,False,False,False,False,True,False,False,False
2,0.5243504991247386,2,-0.5958300677178933,-0.3138808013174045,False,True,False,False,False,False,False,True,False,True,False
2,-0.18527700666277028,1,-0.24928478568491275,-0.3138808013174045,True,False,False,False,False,True,False,True,False,False,True
2,-0.4218195085919399,1,-0.422557426701403,-0.5251826854383125,False,True,False,False,False,False,False,False,True,True,False
1,-0.7372095111641661,2,-0.5958300677178933,-0.5251826854383125,False,True,False,False,False,True,False,True,False,True,False
1,-0.7372095111641661,1,-0.422557426701403,-0.4195317433778585,True,False,False,False,False,True,False,False,True,False,False
3,2.732080517130322,3,3.3894406756613833,2.4330436922544,True,False,False,False,True,False,False,False,False,False,False
1,-1.0447147636720866,1,-0.24928478568491275,1.799138039891676,True,False,False,False,False,False,True,False,True,True,False
2,-0.4218195085919399,1,-0.5958300677178933,-0.5251826854383125,True,False,False,False,False,True,False,False,True,False,False
2,-0.5006670092349964,2,-0.24928478568491275,-0.3138808013174045,True,False,False,True,False,False,False,True,False,True,False
1,-0.579514509878053,1,-0.422557426701403,-0.4195317433778585,False,True,False,False,False,False,False,True,False,True,False
2,-0.13796850627693633,2,1.4834416244799902,2.116090866073038,True,False,False,False,False,False,True,False,True,False,False
2,-0.3429720079488834,2,-0.5958300677178933,-0.5251826854383125,True,False,False,False,False,True,False,False,True,True,False
3,1.6282155081275302,3,0.4438057783810484,0.003072024863957591,True,False,False,False,False,False,True,False,False,True,False
1,-0.7056705109069434,1,-0.07601214466842245,-0.3138808013174045,False,True,True,False,False,False,False,True,False,True,False
3,0.4186948482630429,4,1.8299869065129708,6.447779490551652,True,False,False,False,False,False,True,True,False,True,False
4,3.3865147724676916,5,-0.07601214466842245,-0.4195317433778585,False,True,False,False,True,False,False,False,False,True,False
1,-0.7372095111641661,1,-0.422557426701403,-0.4195317433778585,False,True,False,True,False,False,False,False,True,True,False
1,-0.5148595593507467,1,-0.07601214466842245,0.10872296692441161,False,True,False,False,False,False,True,False,True,True,False
1,-1.013175763414864,1,0.6170784193975387,0.9539305034080439,True,False,False,False,False,False,True,False,True,False,True
2,2.8897755184164353,2,-0.7691027087343835,-0.6308336274987665,True,False,True,False,False,False,False,False,True,False,True
1,-0.9343282627718075,1,0.9636237014305193,1.3765342716498599,True,False,False,False,False,False,True,False,True,True,False
2,-0.579514509878053,2,-0.07601214466842245,-0.3138808013174045,False,True,False,False,True,False,False,False,True,True,False
3,1.2213624048093585,2,3.7359859576943637,2.9612984025566704,False,True,False,False,True,False,False,True,False,False,True
2,-0.2798940074344381,2,0.9636237014305193,0.8482795613475899,True,False,False,False,False,False,True,False,True,True,False
3,-0.10642950601971371,3,-0.24928478568491275,-0.3138808013174045,False,True,False,False,True,False,False,True,False,True,False
2,-1.3837590164372298,2,-0.5958300677178933,-0.20822985925695045,False,True,False,False,True,False,False,True,False,True,False
3,-1.374297316360063,2,-0.24928478568491275,-0.20822985925695045,False,True,False,True,False,False,False,False,True,True,False
2,-0.579514509878053,2,-0.5958300677178933,-0.5251826854383125,False,True,True,False,False,False,False,False,True,True,False
1,-0.6583620105211095,1,-0.5958300677178933,-0.5251826854383125,False,True,False,False,False,False,False,True,False,True,False
2,-1.399528516565841,1,-0.07601214466842245,-0.3138808013174045,False,True,False,True,False,False,False,True,False,True,False
2,-0.3429720079488834,2,-0.24928478568491275,-0.3138808013174045,True,False,False,True,False,False,False,False,False,True,False
1,-0.8160570118072227,1,-0.422557426701403,-0.3138808013174045,True,False,False,True,False,False,False,True,False,False,False
2,0.03549599513778807,2,-0.5958300677178933,-0.5251826854383125,True,False,False,False,False,False,False,True,False,True,False
2,0.36665549783862555,2,-0.422557426701403,-0.3138808013174045,False,True,True,False,False,False,False,False,True,True,False
3,1.155130504269191,3,-0.24928478568491275,0.5313267351662276,True,False,True,False,False,False,False,True,False,True,False
2,-0.6425925103924982,2,-0.422557426701403,-0.5251826854383125,True,False,True,False,False,False,False,True,False,False,True
2,-1.4310675168230638,1,-0.07601214466842245,-0.3138808013174045,False,True,False,True,False,False,False,True,False,True,False
3,0.745123500925297,3,-0.07601214466842245,-0.10257891719649644,True,False,True,False,False,False,False,True,False,True,False
1,-0.8160570118072227,1,0.790351060414029,0.6369776772266817,True,False,False,False,False,False,True,True,False,True,False
2,0.563774249446267,2,0.4438057783810484,0.10872296692441161,False,True,False,False,True,False,False,False,False,True,False
2,-1.2260640151511166,2,-0.422557426701403,-0.6308336274987665,False,True,False,False,True,False,False,False,False,True,False
2,0.36665549783862555,2,-0.422557426701403,-0.4195317433778585,False,True,False,False,False,False,False,False,True,True,False
1,-0.7372095111641661,1,-0.5958300677178933,-0.5251826854383125,False,True,True,False,False,False,False,False,True,True,False
2,-0.16950750653415894,2,-0.24928478568491275,-0.4195317433778585,False,True,True,False,False,False,False,True,False,True,False
2,0.36665549783862555,2,-0.5958300677178933,-0.5251826854383125,False,True,False,False,True,False,False,True,False,True,False
2,-0.3902805083347173,2,-0.422557426701403,-0.5251826854383125,True,False,True,False,False,False,False,False,True,False,True
2,-0.579514509878053,1,-0.5958300677178933,-0.5251826854383125,False,True,False,False,False,True,False,True,False,True,False
1,-0.7372095111641661,1,-0.422557426701403,-0.5251826854383125,False,True,False,False,False,False,False,True,False,False,False
1,-1.2102945150225053,1,-0.24928478568491275,-0.4195317433778585,False,True,False,False,False,True,False,False,True,True,False
2,-1.2102945150225053,2,-0.5958300677178933,-0.6308336274987665,True,False,False,False,True,False,False,False,True,False,False
1,-0.7372095111641661,1,-0.422557426701403,-0.4195317433778585,False,True,False,False,True,False,False,True,False,True,False
3,0.47704199873890474,2,-0.422557426701403,-0.5251826854383125,False,True,True,False,False,False,False,True,False,False,False
2,-0.3823957582704116,2,-0.7691027087343835,0.9539305034080439,True,False,False,False,False,False,True,False,True,True,False
1,-0.2641245073058268,1,-0.422557426701403,-0.4195317433778585,True,False,False,False,False,False,False,False,True,False,False
2,-0.8160570118072227,1,-0.422557426701403,-0.4195317433778585,False,True,False,False,False,True,False,False,True,True,False
2,-0.579514509878053,1,-0.422557426701403,-0.6308336274987665,False,True,True,False,False,False,False,False,True,True,False
1,-1.4783760172088976,1,-0.422557426701403,-0.20822985925695045,False,True,False,True,False,False,False,False,False,True,False
2,-0.12850680619976956,2,-0.24928478568491275,-0.4195317433778585,False,True,True,False,False,False,False,False,True,False,True
3,2.0855310118572583,3,0.09726049634806784,1.799138039891676,False,True,False,False,True,False,False,True,False,False,False
2,-0.29566350756304943,1,-0.422557426701403,-0.4195317433778585,True,False,False,False,False,False,False,True,False,True,False
2,-0.2641245073058268,2,-0.07601214466842245,-0.4195317433778585,False,True,False,True,False,False,False,False,False,True,False
1,-0.8160570118072227,1,-0.5958300677178933,-0.3138808013174045,True,False,False,True,False,False,False,False,True,False,False
3,2.4166905145580957,3,0.09726049634806784,-0.3138808013174045,True,False,False,False,False,False,False,True,False,False,False
2,0.4455029984816821,2,-0.24928478568491275,-0.10257891719649644,False,True,False,False,True,False,False,False,True,True,False
2,0.32723174751709727,2,0.27053313736455814,-0.20822985925695045,False,True,False,False,True,False,False,False,True,True,False
2,-0.18527700666277028,2,-0.5958300677178933,-0.5251826854383125,False,True,True,False,False,False,False,True,False,True,False
4,0.8397405016969649,3,0.27053313736455814,0.8482795613475899,True,False,False,False,False,False,True,False,False,True,False
4,-0.2641245073058268,3,-0.5958300677178933,-0.6308336274987665,False,True,False,False,False,True,False,True,False,True,False
3,0.7608930010539083,3,0.790351060414029,0.32002485104531964,True,False,True,False,False,False,False,False,False,True,False
1,-0.579514509878053,1,-0.5958300677178933,-0.4195317433778585,False,True,False,False,False,False,False,True,False,True,False
3,1.3128255055553042,3,-0.24928478568491275,-0.3138808013174045,True,False,False,True,False,False,False,True,False,True,False
2,0.5243504991247386,2,-0.5958300677178933,-0.5251826854383125,False,True,False,False,True,False,False,True,False,True,False
3,-1.3679895163086184,2,-0.07601214466842245,-0.3138808013174045,False,True,False,True,False,False,False,False,False,True,False
1,-1.170870764700977,1,0.6170784193975387,0.003072024863957591,True,False,False,False,False,False,True,False,True,False,True
